,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
7,Synthetic_60_50,Original,Train,70,Train,70,Baseline,Mean,Impute,0.6539285714285714,0.3465419681509665
8,Synthetic_60_50,Original,Train,70,Train,70,Baseline,Mean,Overall,0.7577499999999999,0.24257937770567653
9,Synthetic_60_50,Original,Train,70,Test,70,Baseline,Mean,Fit,1.0,7.401486830834377e-18
10,Synthetic_60_50,Original,Train,70,Test,70,Baseline,Mean,Impute,0.6471428571428571,0.35369886854834287
11,Synthetic_60_50,Original,Train,70,Test,70,Baseline,Mean,Overall,0.753,0.24758920798384
12,Synthetic_60_50,Original,Train,10,Train,10,Baseline,Mean,Fit,1.0,6.0432886911578595e-18
13,Synthetic_60_50,Original,Train,10,Train,10,Baseline,Mean,Impute,0.6699999999999999,0.34436127789569493
14,Synthetic_60_50,Original,Train,10,Train,10,Baseline,Mean,Overall,0.967,0.034436127789569504
15,Synthetic_60_50,Original,Train,10,Test,10,Baseline,Mean,Fit,1.0,4.532466518368395e-18
16,Synthetic_60_50,Original,Train,10,Test,10,Baseline,Mean,Impute,0.6666666666666667,0.3514415581692541
17,Synthetic_60_50,Original,Train,10,Test,10,Baseline,Mean,Overall,0.9666666666666667,0.03514415581692542
18,Synthetic_60_50,Original,Train,0,Train,0,Baseline,Mean,Fit,1.0,2.4302644224008884e-18
19,Synthetic_60_50,Original,Train,0,Train,0,Baseline,Mean,Impute,,
20,Synthetic_60_50,Original,Train,0,Train,0,Baseline,Mean,Overall,1.0,2.4302644224008884e-18
21,Synthetic_60_50,Original,Train,0,Test,20,Baseline,Mean,Fit,1.0,2.997944808332385e-18
22,Synthetic_60_50,Original,Train,0,Test,20,Baseline,Mean,Impute,0.65,0.36292923749994527
23,Synthetic_60_50,Original,Train,0,Test,20,Baseline,Mean,Overall,0.93,0.07258584749998906
24,Synthetic_60_50,Original,Train,0,Test,30,Baseline,Mean,Fit,1.0,2.708666826802079e-18
25,Synthetic_60_50,Original,Train,0,Test,30,Baseline,Mean,Impute,0.6577777777777778,0.35534488127852465
26,Synthetic_60_50,Original,Train,0,Test,30,Baseline,Mean,Overall,0.8973333333333333,0.10660346438355739
27,Synthetic_60_50,Original,Train,0,Test,40,Baseline,Mean,Fit,1.0,2.6168207644729584e-18
28,Synthetic_60_50,Original,Train,0,Test,40,Baseline,Mean,Impute,0.6341666666666667,0.35445838627992243
29,Synthetic_60_50,Original,Train,0,Test,40,Baseline,Mean,Overall,0.8536666666666666,0.14178335451196897
30,Synthetic_60_50,Original,Train,0,Test,80,Baseline,Mean,Fit,1.0,3.2049378106392735e-18
31,Synthetic_60_50,Original,Train,0,Test,80,Baseline,Mean,Impute,0.6475,0.3564186719941784
32,Synthetic_60_50,Original,Train,0,Test,80,Baseline,Mean,Overall,0.718,0.28513493759534275
33,Synthetic_60_50,Original,Train,0,Test,90,Baseline,Mean,Fit,1.0,0.0
34,Synthetic_60_50,Original,Train,0,Test,90,Baseline,Mean,Impute,0.6551851851851852,0.35274174171808564
35,Synthetic_60_50,Original,Train,0,Test,90,Baseline,Mean,Overall,0.6896666666666667,0.3174675675462771
36,Synthetic_60_50,Original,Train,0,Test,50,Baseline,Mean,Fit,1.0,2.0269806481627058e-18
37,Synthetic_60_50,Original,Train,0,Test,50,Baseline,Mean,Impute,0.6533333333333333,0.35468635014661065
38,Synthetic_60_50,Original,Train,0,Test,50,Baseline,Mean,Overall,0.8266666666666667,0.17734317507330533
39,Synthetic_60_50,Original,Train,0,Test,60,Baseline,Mean,Fit,1.0,3.2049378106392735e-18
40,Synthetic_60_50,Original,Train,0,Test,60,Baseline,Mean,Impute,0.6588888888888889,0.3559131373600673
41,Synthetic_60_50,Original,Train,0,Test,60,Baseline,Mean,Overall,0.7953333333333333,0.21354788241604036
42,Synthetic_60_50,Original,Train,0,Test,0,Baseline,Mean,Fit,1.0,2.6814433536895163e-18
43,Synthetic_60_50,Original,Train,0,Test,0,Baseline,Mean,Impute,,
44,Synthetic_60_50,Original,Train,0,Test,0,Baseline,Mean,Overall,1.0,2.6814433536895163e-18
45,Synthetic_60_50,Original,Train,0,Test,70,Baseline,Mean,Fit,1.0,3.7007434154171884e-18
46,Synthetic_60_50,Original,Train,0,Test,70,Baseline,Mean,Impute,0.6580952380952381,0.35243618662441734
47,Synthetic_60_50,Original,Train,0,Test,70,Baseline,Mean,Overall,0.7606666666666666,0.24670533063709213
