"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 962","Grüne",32,2,0,26,0.912422597408295,0.966666666666667,0.666215121746063,-0.706114530563354,0,0,0
"Legislator 963","BDP",31,5,8,16,0.627175986766815,0.783333333333333,-0.089173212647438,-0.526991486549377,0,0,0
"Legislator 964","Grüne",33,1,3,23,0.848028600215912,0.933333333333333,0.543312013149261,-0.46343931555748,0,0,0
"Legislator 965","Grüne",33,4,5,18,0.674005329608917,0.85,0.335237592458725,-0.28614816069603,0,0,0
"Legislator 966","Grüne",35,1,2,22,0.883138239383698,0.95,0.577869534492493,-0.5734943151474,0,0,0
"Legislator 967","CVP",20,10,1,29,0.634941160678864,0.816666666666667,-0.213801443576813,-0.436778008937836,0,0,0
"Legislator 968","SVP",15,8,3,34,0.696290194988251,0.816666666666667,-0.500444531440735,-0.738971769809723,0,0,0
"Legislator 969","FDP",18,8,2,32,0.706334292888641,0.833333333333333,-0.317464888095856,0.59460324048996,0,0,0
"Legislator 970","FDP",20,4,5,31,0.703513026237488,0.85,-0.362086892127991,0.606739819049835,0,0,0
"Legislator 971","FDP",23,10,2,25,0.656861960887909,0.8,-0.168891414999962,0.470057010650635,0,0,0
"Legislator 972","CVP",36,7,5,12,0.623983919620514,0.8,0.0512890107929707,-0.0373122170567513,0,0,0
"Legislator 973","CVP",28,7,3,22,0.659461498260498,0.833333333333333,-0.0978686362504959,-0.122971385717392,0,0,0
"Legislator 974","CVP",23,11,6,20,0.531134605407715,0.716666666666667,-0.090530514717102,-0.153071492910385,0,0,0
"Legislator 975","CVP",25,8,10,17,0.545443058013916,0.7,-0.0769381672143936,-0.519556522369385,0,0,0
"Legislator 976","CVP",36,3,3,18,0.766229450702667,0.9,0.223557323217392,-0.191467985510826,0,0,0
"Legislator 977","SP",35,1,4,20,0.82983785867691,0.916666666666667,0.393971472978592,-0.335072815418243,0,0,0
"Legislator 978","SP",34,1,4,21,0.789897084236145,0.916666666666667,0.394477009773254,-0.15379610657692,0,0,0
"Legislator 979","SP",36,0,2,22,0.890580236911774,0.966666666666667,0.528025329113007,-0.240016415715218,0,0,0
"Legislator 980","SP",31,2,4,23,0.786047995090485,0.9,0.434745371341705,-0.118039496243,0,0,0
"Legislator 981","SP",36,1,1,22,0.881536900997162,0.966666666666667,0.720947742462158,-0.419220119714737,0,0,0
"Legislator 982","SP",36,1,0,23,0.857291102409363,0.983333333333333,0.601163625717163,0.0636154636740685,0,0,0
"Legislator 983","SP",34,2,0,24,0.877192437648773,0.966666666666667,0.559877693653107,0.127860888838768,0,0,0
"Legislator 984","SP",34,3,1,22,0.881534457206726,0.933333333333333,0.54457825422287,-0.287808626890182,0,0,0
"Legislator 985","SP",33,2,2,23,0.834622383117676,0.933333333333333,0.374388754367828,-0.347189337015152,0,0,0
"Legislator 986","SP",34,2,1,23,0.875863432884216,0.95,0.701265692710876,-0.160293653607368,0,0,0
"Legislator 987","SP",35,4,1,20,0.822492480278015,0.916666666666667,0.659499824047089,0.321749448776245,0,0,0
"Legislator 988","SP",35,3,6,16,0.748236000537872,0.85,0.295827865600586,-0.758199095726013,0,0,0
"Legislator 989","SP",34,2,2,22,0.891332983970642,0.933333333333333,0.569761335849762,-0.215257629752159,0,0,0
"Legislator 990","Grüne",31,4,0,25,0.885657072067261,0.933333333333333,0.665915668010712,-0.746027112007141,0,0,0
"Legislator 991","SVP",17,4,1,38,0.814577400684357,0.916666666666667,-0.988847255706787,-0.10898531973362,0,0,0
"Legislator 992","SVP",21,5,2,32,0.728943228721619,0.883333333333333,-0.551876485347748,0.387917071580887,0,0,0
"Legislator 993","FDP",20,14,7,19,0.540468156337738,0.65,-0.162336021661758,0.0683068260550499,0,0,0
"Legislator 994","SVP",23,5,15,17,0.574905931949615,0.666666666666667,-0.304946839809418,-0.513280630111694,0,0,0
"Legislator 995","glp",28,9,3,20,0.633609414100647,0.8,-0.091394267976284,0.494816154241562,0,0,0
"Legislator 996","glp",32,5,1,22,0.756767451763153,0.9,0.0855376198887825,0.983811855316162,0,0,0
"Legislator 997","glp",30,11,2,17,0.603703618049622,0.783333333333333,-0.0460563525557518,0.0920005589723587,0,0,0
"Legislator 998","CVP",20,13,12,15,0.477011680603027,0.583333333333333,-0.135985285043716,-0.196575835347176,0,0,0
"Legislator 999","SP",33,4,4,19,0.728446841239929,0.866666666666667,0.364468187093735,-0.312386840581894,0,0,0
"Legislator 1000","SVP",18,4,7,31,0.706187427043915,0.816666666666667,-0.487235456705093,-0.873270571231842,0,0,0
"Legislator 1001","CVP",18,13,3,26,0.60578441619873,0.733333333333333,-0.129796162247658,-0.396026283502579,0,0,0
"Legislator 1002","CVP",29,8,1,22,0.660565197467804,0.85,-0.0877722278237343,-0.294452637434006,0,0,0
"Legislator 1003","glp",35,0,3,22,0.820419192314148,0.95,0.0609830878674984,0.796838283538818,0,0,0
"Legislator 1004","SVP",22,3,9,26,0.62660551071167,0.8,-0.434290885925293,-0.398269563913345,0,0,0
"Legislator 1005","SVP",19,8,12,21,0.525726795196533,0.666666666666667,-0.288607448339462,-0.254799962043762,0,0,0
"Legislator 1006","CVP",25,12,3,20,0.632142305374146,0.75,-0.118195824325085,0.0545061565935612,0,0,0
"Legislator 1007","FDP",22,3,4,31,0.705019414424896,0.883333333333333,-0.247553691267967,0.571787714958191,0,0,0
"Legislator 1008","glp",34,3,1,22,0.791057288646698,0.933333333333333,0.061274066567421,0.998120903968811,0,0,0
"Legislator 1009","BDP",27,8,15,10,0.487576812505722,0.616666666666667,-0.111830174922943,-0.250169217586517,0,0,0
"Legislator 1010","CVP",30,5,9,16,0.60565835237503,0.766666666666667,-0.0846748426556587,-0.19177134335041,0,0,0
"Legislator 1011","CVP",30,8,2,20,0.65747457742691,0.833333333333333,-0.0174581781029701,-0.0225023161619902,0,0,0
"Legislator 1012","BDP",28,0,9,23,0.623706161975861,0.85,-0.241892755031586,-0.104395888745785,0,0,0
"Legislator 1013","BDP",27,4,9,20,0.642450332641602,0.783333333333333,-0.17435459792614,0.137439236044884,0,0,0
"Legislator 1014","Grüne",33,6,1,20,0.731091260910034,0.883333333333333,0.248340234160423,-0.184140875935555,0,0,0
"Legislator 1015","Grüne",38,0,1,21,0.917251348495483,0.983333333333333,0.790080368518829,-0.133317470550537,0,0,0
"Legislator 1016","SVP",13,16,7,24,0.506163060665131,0.616666666666667,-0.23210683465004,-0.0925208330154419,0,0,0
"Legislator 1017","SVP",16,11,0,33,0.640060365200043,0.816666666666667,-0.544034004211426,-0.386188626289368,0,0,0
"Legislator 1018","Grüne",36,1,2,21,0.822731554508209,0.95,0.596097230911255,-0.386495411396027,0,0,0
"Legislator 1019","FDP",27,6,3,24,0.692222118377686,0.85,-0.11696045845747,0.309680432081223,0,0,0
"Legislator 1020","FDP",20,9,9,22,0.550456881523132,0.7,-0.151957258582115,-0.143699631094933,0,0,0
"Legislator 1021","CVP",23,4,2,31,0.696152448654175,0.9,-0.240929275751114,0.424223601818085,0,0,0
"Legislator 1022","CVP",35,6,3,16,0.679211616516113,0.85,0.00226260512135923,-0.360020935535431,0,0,0
"Legislator 1023","CVP",19,14,6,21,0.550199508666992,0.666666666666667,-0.136043965816498,0.107947200536728,0,0,0
"Legislator 1024","CVP",28,8,8,16,0.588010847568512,0.733333333333333,-0.0894954577088356,0.208418920636177,0,0,0
"Legislator 1025","CVP",31,6,9,14,0.589492082595825,0.75,-0.0949981063604355,-0.12574203312397,0,0,0
"Legislator 1026","CVP",21,6,15,18,0.53676426410675,0.65,-0.216330602765083,-0.383792996406555,0,0,0
"Legislator 1027","CVP",18,12,4,26,0.612465381622314,0.733333333333333,-0.033114105463028,-0.626378655433655,0,0,0
"Legislator 1028","CVP",24,7,8,21,0.595038652420044,0.75,-0.120917752385139,-0.918104529380798,0,0,0
"Legislator 1029","CVP",31,7,1,21,0.695652663707733,0.866666666666667,-0.0401676669716835,-0.0827610343694687,0,0,0
"Legislator 1030","CVP",25,8,10,17,0.585374236106873,0.7,-0.0515968687832355,-0.468980133533478,0,0,0
"Legislator 1031","CVP",22,10,4,24,0.584592819213867,0.766666666666667,-0.194460794329643,-0.525714457035065,0,0,0
"Legislator 1032","SP",37,1,2,20,0.885665357112885,0.95,0.574147999286652,-0.219048708677292,0,0,0
"Legislator 1033","BDP",32,9,2,17,0.677033483982086,0.816666666666667,0.0814627110958099,-0.0361215695738792,0,0,0
"Legislator 1034","SP",33,3,3,21,0.743967890739441,0.9,0.375028610229492,-0.6709343791008,0,0,0
"Legislator 1035","SP",34,2,1,23,0.904525876045227,0.95,0.62067323923111,-0.399435013532639,0,0,0
"Legislator 1036","SP",33,2,2,23,0.837809920310974,0.933333333333333,0.304887861013412,-0.140561118721962,0,0,0
"Legislator 1037","SP",37,3,0,20,0.848729908466339,0.95,0.503679156303406,-0.0786099210381508,0,0,0
"Legislator 1038","SVP",23,3,3,31,0.79372227191925,0.9,-0.683529138565063,-0.131624341011047,0,0,0
"Legislator 1039","SVP",20,2,2,36,0.832351267337799,0.933333333333333,-0.99912828207016,-0.0417455211281776,0,0,0
"Legislator 1040","FDP",27,11,5,17,0.578394711017609,0.733333333333333,-0.0638054609298706,0.463371515274048,0,0,0
"Legislator 1041","FDP",24,4,6,26,0.70161384344101,0.833333333333333,-0.288355737924576,0.869787335395813,0,0,0
"Legislator 1042","FDP",27,5,2,26,0.686099112033844,0.883333333333333,-0.168101012706757,0.763439118862152,0,0,0
"Legislator 1043","SVP",21,7,3,29,0.664685606956482,0.833333333333333,-0.465111196041107,0.0869418829679489,0,0,0
"Legislator 1044","SVP",19,3,6,32,0.666805803775787,0.85,-0.337285250425339,-0.312275558710098,0,0,0
"Legislator 1045","SP",37,1,1,21,0.890392005443573,0.966666666666667,0.505907654762268,0.042198833078146,0,0,0
"Legislator 1046","FDP",24,4,5,27,0.660025060176849,0.85,-0.216410249471664,0.269065946340561,0,0,0
"Legislator 1047","FDP",20,5,3,32,0.713845729827881,0.866666666666667,-0.324370592832565,0.945930123329163,0,0,0
"Legislator 1048","FDP",25,6,1,28,0.757296979427338,0.883333333333333,-0.257844120264053,0.747425854206085,0,0,0
"Legislator 1049","CVP",26,10,2,22,0.616564333438873,0.8,-0.0487344041466713,-0.322707295417786,0,0,0
"Legislator 1050","CVP",19,5,8,28,0.655232667922974,0.783333333333333,-0.295608699321747,0.575055420398712,0,0,0
"Legislator 1051","SP",23,12,11,14,0.511483132839203,0.616666666666667,0.0166862607002258,-0.519027054309845,0,0,0
"Legislator 1052","SVP",20,6,9,25,0.583114504814148,0.75,-0.284103721380234,-0.772556066513062,0,0,0
"Legislator 1053","SVP",19,6,9,26,0.649943113327026,0.75,-0.447310447692871,-0.605066180229187,0,0,0
"Legislator 1054","CVP",23,10,8,19,0.571858167648315,0.7,0.00641083205118775,-0.849747836589813,0,0,0
"Legislator 1055","FDP",19,6,11,24,0.583975911140442,0.716666666666667,-0.340734481811523,-0.230900198221207,0,0,0
"Legislator 1056","glp",34,2,6,18,0.776207029819489,0.866666666666667,0.0829605013132095,0.718295574188232,0,0,0
"Legislator 1057","SP",34,2,1,23,0.883275091648102,0.95,0.628572046756744,0.0120191918686032,0,0,0
"Legislator 1058","Grüne",36,2,4,18,0.762934863567352,0.9,0.428560853004456,-0.722228050231934,0,0,0
"Legislator 1059","BDP",28,4,11,17,0.613407075405121,0.75,0.0155799835920334,-0.627842426300049,0,0,0
"Legislator 1060","CVP",18,10,6,26,0.58522891998291,0.733333333333333,-0.127756014466286,-0.551512002944946,0,0,0
"Legislator 1061","Grüne",31,2,0,27,0.864333271980286,0.966666666666667,0.600010573863983,-0.799788355827332,0,0,0
"Legislator 1062","Grüne",38,6,1,15,0.79994785785675,0.883333333333333,0.309521108865738,0.376086950302124,0,0,0
"Legislator 1063","BDP",32,10,1,17,0.660704791545868,0.816666666666667,0.0812356323003769,-0.190470114350319,0,0,0
"Legislator 1064","glp",30,11,3,16,0.699336588382721,0.766666666666667,0.0270970445126295,0.38905480504036,0,0,0
"Legislator 1065","glp",35,3,4,18,0.777833342552185,0.883333333333333,0.0845606923103333,0.477890938520432,0,0,0
"Legislator 1066","glp",32,4,2,22,0.802900731563568,0.9,-0.0566339753568172,0.998395025730133,0,0,0
"Legislator 1067","Grüne",32,3,0,25,0.897255182266235,0.95,0.553158104419708,-0.668659687042236,0,0,0
"Legislator 1068","Grüne",31,3,3,23,0.756604015827179,0.9,0.34435161948204,-0.938840866088867,0,0,0
"Legislator 1069","SVP",25,4,9,22,0.612630844116211,0.783333333333333,-0.331820845603943,-0.324998706579208,0,0,0
"Legislator 1070","Grüne",28,6,3,23,0.716062247753143,0.85,0.0888180658221245,-0.517965316772461,0,0,0
"Legislator 1071","Grüne",29,5,0,26,0.865386486053467,0.916666666666667,0.6898512840271,-0.723951101303101,0,0,0
"Legislator 1072","glp",29,9,4,18,0.640569448471069,0.783333333333333,0.0767495408654213,0.521946787834167,0,0,0
"Legislator 1073","BDP",22,7,11,20,0.589162111282349,0.7,-0.144579201936722,-0.791354894638062,0,0,0
"Legislator 1074","glp",35,3,3,19,0.74912840127945,0.9,0.0937811732292175,0.917995274066925,0,0,0
"Legislator 1075","glp",34,2,3,21,0.787411451339722,0.916666666666667,-0.00342792714945972,0.999994158744812,0,0,0
"Legislator 1076","glp",35,4,4,17,0.690187275409698,0.866666666666667,-0.0392574146389961,0.571035444736481,0,0,0
"Legislator 1077","Grüne",24,13,5,18,0.557679772377014,0.7,0.00936418864876032,-0.134296447038651,0,0,0
"Legislator 1078","CVP",27,8,3,22,0.644867539405823,0.816666666666667,-0.0617568343877792,-0.202136754989624,0,0,0
"Legislator 1079","FDP",19,6,4,31,0.711421489715576,0.833333333333333,-0.336256057024002,0.941770613193512,0,0,0
"Legislator 1080","CVP",29,8,1,22,0.67338639497757,0.85,-0.0315965712070465,-0.286671102046967,0,0,0
"Legislator 1081","CVP",33,8,1,18,0.66441822052002,0.85,-0.0221369210630655,-0.0616141818463802,0,0,0
"Legislator 1082","CVP",23,9,2,26,0.65352201461792,0.816666666666667,-0.150430992245674,-0.24277201294899,0,0,0
"Legislator 1083","CVP",34,2,4,20,0.724074482917786,0.9,0.166160628199577,-0.513140201568604,0,0,0
"Legislator 1084","CVP",18,4,9,29,0.615385293960571,0.783333333333333,-0.37735590338707,-0.609378933906555,0,0,0
"Legislator 1085","CVP",14,16,5,25,0.57533061504364,0.65,-0.183269172906876,-0.774554371833801,0,0,0
"Legislator 1086","SP",33,2,2,23,0.860637784004211,0.933333333333333,0.696345508098602,-0.177558287978172,0,0,0
"Legislator 1087","SP",40,1,0,19,0.90693598985672,0.983333333333333,0.562280416488647,0.143419235944748,0,0,0
"Legislator 1088","SP",34,3,3,20,0.790929913520813,0.9,0.266891270875931,-0.540602624416351,0,0,0
"Legislator 1089","SP",33,10,1,16,0.683798313140869,0.816666666666667,0.0681458041071892,0.022428922355175,0,0,0
"Legislator 1090","FDP",25,9,8,18,0.611663699150085,0.716666666666667,-0.185441166162491,0.0504934191703796,0,0,0
"Legislator 1091","FDP",21,9,11,19,0.550510466098785,0.666666666666667,-0.261020630598068,-0.32160958647728,0,0,0
"Legislator 1092","SVP",25,6,9,20,0.626875877380371,0.75,-0.192074313759804,-0.95220160484314,0,0,0
"Legislator 1093","glp",29,7,3,21,0.676918745040894,0.833333333333333,-0.114476017653942,0.716548085212708,0,0,0
"Legislator 1094","SVP",20,7,3,30,0.673378944396973,0.833333333333333,-0.370524764060974,-0.0575651340186596,0,0,0
"Legislator 1095","SVP",25,5,6,24,0.612111985683441,0.816666666666667,-0.272393256425858,-0.134842902421951,0,0,0
"Legislator 1096","glp",32,9,5,14,0.601957142353058,0.766666666666667,0.00894987024366856,-0.148948550224304,0,0,0
"Legislator 1097","CVP",26,7,14,13,0.494587421417236,0.65,-0.0757477656006813,-0.598433375358582,0,0,0
"Legislator 1098","FDP",24,10,2,24,0.683282315731049,0.8,-0.183151334524155,0.983084678649902,0,0,0
"Legislator 1099","FDP",19,6,1,34,0.703999996185303,0.883333333333333,-0.436120688915253,0.899888277053833,0,0,0
"Legislator 1100","FDP",21,8,5,26,0.683656990528107,0.783333333333333,-0.224128395318985,0.974559605121613,0,0,0
"Legislator 1101","CVP",34,4,4,18,0.729330778121948,0.866666666666667,0.0703377425670624,0.871179580688477,0,0,0
"Legislator 1102","FDP",22,9,11,18,0.552329421043396,0.666666666666667,-0.204092964529991,-0.452482342720032,0,0,0
"Legislator 1103","CVP",29,6,8,17,0.63226330280304,0.766666666666667,0.0042930762283504,-0.268059611320496,0,0,0
"Legislator 1104","SVP",22,3,10,25,0.571823000907898,0.783333333333333,-0.328096836805344,-0.558883547782898,0,0,0
"Legislator 1105","SVP",18,5,10,27,0.627846419811249,0.75,-0.340539425611496,-0.583280324935913,0,0,0
"Legislator 1106","SVP",22,5,17,16,0.545785129070282,0.633333333333333,-0.301817029714584,-0.497287660837173,0,0,0
"Legislator 1107","glp",27,5,14,14,0.534193217754364,0.683333333333333,-0.0242483280599117,-0.611427485942841,0,0,0
"Legislator 1108","glp",32,2,7,19,0.728387475013733,0.85,-0.0343571938574314,0.999409675598145,0,0,0
"Legislator 1109","glp",34,5,1,20,0.783258855342865,0.9,-0.0124321058392525,0.999922811985016,0,0,0
"Legislator 1110","Grüne",36,2,5,17,0.716802895069122,0.883333333333333,0.341453343629837,-0.591659307479858,0,0,0
"Legislator 1111","BDP",31,5,12,12,0.555781066417694,0.716666666666667,-0.052592508494854,-0.889682829380035,0,0,0
"Legislator 1112","SP",35,6,1,18,0.661475419998169,0.883333333333333,0.212161049246788,-0.241878002882004,0,0,0
"Legislator 1113","Grüne",28,12,5,15,0.606349229812622,0.716666666666667,0.0875714272260666,-0.326213657855988,0,0,0
"Legislator 1114","SP",34,2,2,22,0.853586137294769,0.933333333333333,0.302916526794434,-0.280498921871185,0,0,0
"Legislator 1115","Grüne",35,3,2,20,0.77197527885437,0.916666666666667,0.628938615322113,0.107255093753338,0,0,0
"Legislator 1116","Grüne",33,5,0,22,0.805278182029724,0.916666666666667,0.37253150343895,-0.591320812702179,0,0,0
"Legislator 1117","glp",35,5,2,18,0.753491163253784,0.883333333333333,0.0540153123438358,0.44855073094368,0,0,0
"Legislator 1118","Grüne",33,1,0,26,0.910463690757751,0.983333333333333,0.796270489692688,-0.384463965892792,0,0,0
"Legislator 1119","glp",34,6,3,17,0.720360159873962,0.85,0.00124132132623345,0.650759696960449,0,0,0
"Legislator 1120","Grüne",34,4,1,21,0.868491649627686,0.916666666666667,0.628233313560486,-0.318593591451645,0,0,0
"Legislator 1121","glp",32,9,3,16,0.637277960777283,0.8,0.0274349916726351,0.176198288798332,0,0,0
"Legislator 1122","CVP",29,6,3,22,0.651635646820068,0.85,-0.0672987028956413,-0.234950020909309,0,0,0
"Legislator 1123","CVP",22,8,1,29,0.620574593544006,0.85,-0.164948642253876,-0.348184794187546,0,0,0
"Legislator 1124","CVP",19,10,5,26,0.623148500919342,0.75,-0.154129698872566,-0.682026207447052,0,0,0
"Legislator 1125","Grüne",34,3,1,22,0.869882047176361,0.933333333333333,0.558229148387909,-0.140838131308556,0,0,0
"Legislator 1126","FDP",16,11,2,31,0.685027480125427,0.783333333333333,-0.318566501140594,0.658335030078888,0,0,0
"Legislator 1127","Grüne",33,4,1,22,0.795289039611816,0.916666666666667,0.404093086719513,-0.770805597305298,0,0,0
"Legislator 1128","CVP",21,10,4,25,0.632005870342255,0.766666666666667,-0.225582703948021,0.397690802812576,0,0,0
"Legislator 1129","CVP",25,8,4,23,0.665330946445465,0.8,-0.0300843976438046,-0.382989317178726,0,0,0
"Legislator 1130","CVP",23,8,4,25,0.618388056755066,0.8,-0.163230806589127,-0.482944458723068,0,0,0
"Legislator 1131","CVP",22,8,5,25,0.626662731170654,0.783333333333333,-0.141490548849106,-0.26650595664978,0,0,0
"Legislator 1132","CVP",21,9,7,23,0.577388226985931,0.733333333333333,-0.187353134155273,0.202863097190857,0,0,0
"Legislator 1133","SP",36,1,2,21,0.841153919696808,0.95,0.294854432344437,-0.270830780267715,0,0,0
"Legislator 1134","SP",35,0,5,20,0.850927770137787,0.916666666666667,0.48502591252327,-0.261537730693817,0,0,0
"Legislator 1135","SP",33,2,4,21,0.783154964447021,0.9,0.272554755210876,-0.282765299081802,0,0,0
"Legislator 1136","SP",33,3,2,22,0.827888131141663,0.916666666666667,0.443974673748016,-0.369009613990784,0,0,0
"Legislator 1137","SP",36,3,1,20,0.874861717224121,0.933333333333333,0.602776825428009,0.0616469122469425,0,0,0
"Legislator 1138","FDP",19,9,8,24,0.605433285236359,0.716666666666667,-0.24814946949482,0.518753528594971,0,0,0
"Legislator 1139","FDP",25,7,11,17,0.54922890663147,0.7,-0.170656681060791,-0.229058936238289,0,0,0
"Legislator 1140","FDP",22,3,3,32,0.711785018444061,0.9,-0.402884125709534,0.566569030284882,0,0,0
"Legislator 1141","SVP",18,5,12,25,0.596407175064087,0.716666666666667,-0.367180526256561,-0.357712715864182,0,0,0
"Legislator 1142","glp",31,6,3,20,0.691956222057343,0.85,-0.0317834950983524,0.999494731426239,0,0,0
"Legislator 1143","glp",25,7,5,23,0.67583841085434,0.8,-0.163485631346703,0.691461861133575,0,0,0
"Legislator 1144","glp",36,3,3,18,0.767038822174072,0.9,0.0164978969842196,0.778228342533112,0,0,0
"Legislator 1145","glp",16,18,7,19,0.483138412237167,0.583333333333333,-0.140344694256783,0.0143873617053032,0,0,0
"Legislator 1146","glp",33,4,8,15,0.60293173789978,0.8,-0.087855264544487,-0.0797160267829895,0,0,0
"Legislator 1147","CVP",19,10,4,27,0.604668021202087,0.766666666666667,-0.212496921420097,-0.0762095600366592,0,0,0
"Legislator 1148","CVP",20,11,1,28,0.62747997045517,0.8,-0.112807065248489,-0.42620787024498,0,0,0
"Legislator 1149","CVP",21,10,8,21,0.575325965881348,0.7,-0.0652138739824295,-0.498599112033844,0,0,0
"Legislator 1150","CVP",32,6,6,16,0.623158514499664,0.8,0.0329998843371868,-0.423414885997772,0,0,0
"Legislator 1151","CVP",36,3,6,15,0.693162679672241,0.85,0.187027156352997,0.0663395524024963,0,0,0
"Legislator 1152","SP",40,1,1,18,0.85854822397232,0.966666666666667,0.519380927085876,0.0195167995989323,0,0,0
"Legislator 1153","SVP",16,9,1,34,0.754961729049683,0.833333333333333,-0.605700850486755,-0.559228360652924,0,0,0
"Legislator 1154","CVP",27,8,14,11,0.529123306274414,0.633333333333333,-0.0718949884176254,-0.0854314565658569,0,0,0
"Legislator 1155","CVP",21,14,3,22,0.574041664600372,0.716666666666667,-0.129711717367172,-0.141962736845016,0,0,0
"Legislator 1156","SVP",23,6,9,22,0.620172441005707,0.75,-0.289075881242752,-0.373276382684708,0,0,0
"Legislator 1157","glp",29,8,5,18,0.626422345638275,0.783333333333333,-0.111102767288685,0.372430980205536,0,0,0
"Legislator 1158","BDP",34,3,3,20,0.710441529750824,0.9,0.194832190871239,-0.662028312683105,0,0,0
"Legislator 1159","CVP",22,6,4,28,0.623324632644653,0.833333333333333,-0.196739584207535,-0.192109078168869,0,0,0
"Legislator 1160","CVP",28,4,1,27,0.687519371509552,0.916666666666667,-0.121091969311237,-0.117091812193394,0,0,0
"Legislator 1161","CVP",23,11,3,23,0.569915950298309,0.766666666666667,-0.150764167308807,-0.0405628569424152,0,0,0
"Legislator 1162","CVP",19,7,5,29,0.620592296123505,0.8,-0.17056867480278,-0.518651306629181,0,0,0
"Legislator 1163","BDP",24,2,15,19,0.572263419628143,0.716666666666667,-0.252560377120972,-0.498213678598404,0,0,0
"Legislator 1164","Grüne",34,2,3,21,0.859103262424469,0.916666666666667,0.771130561828613,-0.636677086353302,0,0,0
"Legislator 1165","Grüne",33,3,2,22,0.79139631986618,0.916666666666667,0.290188848972321,-0.417736947536469,0,0,0
"Legislator 1166","Grüne",33,6,0,21,0.766477823257446,0.9,0.440131157636642,-0.468807309865952,0,0,0
"Legislator 1167","Grüne",32,3,0,25,0.844699144363403,0.95,0.553442060947418,-0.504817068576813,0,0,0
"Legislator 1168","Grüne",41,2,1,16,0.824017226696014,0.95,0.295105576515198,0.266583174467087,0,0,0
"Legislator 1169","BDP",17,12,9,22,0.561280250549316,0.65,-0.149429947137833,-0.377108246088028,0,0,0
"Legislator 1170","glp",36,4,5,15,0.660394906997681,0.85,-0.0157014038413763,0.350069344043732,0,0,0
"Legislator 1171","BDP",27,6,7,20,0.624521553516388,0.783333333333333,-0.156361773610115,-0.0662600100040436,0,0,0
"Legislator 1172","BDP",24,8,7,21,0.575861155986786,0.75,-0.122829705476761,0.172726765275002,0,0,0
"Legislator 1173","Grüne",34,4,2,20,0.82110059261322,0.9,0.655616641044617,-0.0543353073298931,0,0,0
"Legislator 1174","BDP",24,12,7,17,0.54831999540329,0.683333333333333,-0.126789540052414,-0.0111415581777692,0,0,0
"Legislator 1175","Grüne",34,5,4,17,0.764370143413544,0.85,0.461307495832443,0.0535425581037998,0,0,0
"Legislator 1176","glp",31,4,1,24,0.801765263080597,0.916666666666667,-0.0548511631786823,0.998494565486908,0,0,0
"Legislator 1177","CVP",21,8,6,25,0.583457112312317,0.766666666666667,-0.178885474801064,-0.0289842244237661,0,0,0
"Legislator 1178","CVP",19,13,2,26,0.630535185337067,0.75,-0.107741005718708,-0.577503740787506,0,0,0
"Legislator 1179","FDP",18,5,6,31,0.693500816822052,0.816666666666667,-0.329041123390198,0.930464863777161,0,0,0
"Legislator 1180","CVP",21,10,5,24,0.60069614648819,0.75,-0.159542933106422,-0.288108170032501,0,0,0
"Legislator 1181","CVP",22,8,4,26,0.642322599887848,0.8,-0.206597670912743,-0.248819530010223,0,0,0
"Legislator 1182","CVP",28,5,14,13,0.551857113838196,0.683333333333333,-0.0435520522296429,-0.54421329498291,0,0,0
"Legislator 1183","CVP",22,8,6,24,0.60622775554657,0.766666666666667,-0.168688789010048,-0.330823689699173,0,0,0
"Legislator 1184","SP",34,3,4,19,0.798045814037323,0.883333333333333,0.340960144996643,0.188020408153534,0,0,0
"Legislator 1185","SP",35,1,3,21,0.830805838108063,0.933333333333333,0.255725294351578,-0.569517910480499,0,0,0
"Legislator 1186","SP",33,3,2,22,0.840066075325012,0.916666666666667,0.395725846290588,-0.502010524272919,0,0,0
"Legislator 1187","SP",36,3,5,16,0.678090989589691,0.866666666666667,0.248205184936523,-0.204028680920601,0,0,0
"Legislator 1188","FDP",21,12,9,18,0.518722236156464,0.65,-0.225987032055855,-0.250560820102692,0,0,0
"Legislator 1189","FDP",20,7,8,25,0.65432345867157,0.75,-0.260028302669525,0.81032532453537,0,0,0
"Legislator 1190","SVP",23,4,10,23,0.654574275016785,0.766666666666667,-0.38617542386055,-0.00779000204056501,0,0,0
"Legislator 1191","FDP",24,12,7,17,0.576675534248352,0.683333333333333,-0.137327551841736,-0.148214563727379,0,0,0
"Legislator 1192","FDP",17,12,8,23,0.527181029319763,0.666666666666667,-0.157148346304893,-0.576337039470673,0,0,0
"Legislator 1193","glp",34,4,2,20,0.769577324390411,0.9,0.176010623574257,0.98438823223114,0,0,0
"Legislator 1194","SVP",21,7,3,29,0.684095740318298,0.833333333333333,-0.441494554281235,-0.0187559276819229,0,0,0
"Legislator 1195","FDP",22,5,4,29,0.684029340744019,0.85,-0.411213874816895,0.249736949801445,0,0,0
"Legislator 1196","FDP",27,3,12,18,0.617334127426147,0.75,-0.203856289386749,0.158510982990265,0,0,0
"Legislator 1197","FDP",19,8,7,26,0.655795276165009,0.75,-0.331519812345505,0.924572288990021,0,0,0
"Legislator 1198","CVP",32,10,2,16,0.615546882152557,0.8,0.0837152972817421,0.0783640369772911,0,0,0
