"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 241","SP",38,0,2,20,0.864876389503479,0.966666666666667,0.629524827003479,-0.0961098298430443,0,0,0
"Legislator 242","glp",35,2,2,21,0.813986480236053,0.933333333333333,0.08009984344244,0.996786892414093,0,0,0
"Legislator 243","glp",33,7,5,15,0.669234812259674,0.8,0.0450502783060074,0.327647119760513,0,0,0
"Legislator 244","glp",36,9,2,13,0.63757061958313,0.816666666666667,0.0438886731863022,0.094105914235115,0,0,0
"Legislator 245","CVP",37,5,2,16,0.701714158058167,0.883333333333333,-0.0238732323050499,0.108900718390942,0,0,0
"Legislator 246","CVP",29,8,4,19,0.634888052940369,0.8,0.0109835639595985,-0.166650131344795,0,0,0
"Legislator 247","CVP",23,8,6,23,0.617948591709137,0.766666666666667,-0.0246956367045641,-0.510320425033569,0,0,0
"Legislator 248","SP",36,2,1,21,0.864108800888062,0.95,0.464088439941406,-0.397142589092255,0,0,0
"Legislator 249","SP",36,4,4,16,0.689276278018951,0.866666666666667,0.217374071478844,-0.093125618994236,0,0,0
"Legislator 250","CVP",16,11,8,25,0.598613619804382,0.683333333333333,-0.206775948405266,0.402940690517426,0,0,0
"Legislator 251","SP",31,7,1,21,0.698565483093262,0.866666666666667,0.216476559638977,-0.249516785144806,0,0,0
"Legislator 252","FDP",28,10,2,20,0.609109103679657,0.8,-0.128085315227509,0.229435324668884,0,0,0
"Legislator 253","glp",37,5,1,17,0.775941848754883,0.9,0.130060628056526,0.422442734241486,0,0,0
"Legislator 254","FDP",22,4,4,30,0.729900121688843,0.866666666666667,-0.406729757785797,0.517785608768463,0,0,0
"Legislator 255","glp",29,8,8,15,0.596533417701721,0.733333333333333,-0.0612819045782089,0.226145371794701,0,0,0
"Legislator 256","SP",36,3,0,21,0.887563347816467,0.95,0.852962791919708,-0.521971762180328,0,0,0
"Legislator 257","SVP",25,3,8,24,0.704796493053436,0.816666666666667,-0.468873798847198,0.0845965072512627,0,0,0
"Legislator 258","glp",33,3,11,13,0.58554220199585,0.766666666666667,-0.042345006018877,-0.147513806819916,0,0,0
"Legislator 259","glp",33,6,3,18,0.734735429286957,0.85,0.0895111337304115,0.724801778793335,0,0,0
"Legislator 260","glp",36,4,3,17,0.746442258358002,0.883333333333333,0.0634136721491814,0.541736721992493,0,0,0
"Legislator 261","glp",37,0,2,21,0.830759704113007,0.966666666666667,0.127541974186897,0.991833209991455,0,0,0
"Legislator 262","glp",28,7,3,22,0.63728255033493,0.833333333333333,-0.113286077976227,-0.0864918977022171,0,0,0
"Legislator 263","Grüne",37,2,2,19,0.864082276821136,0.933333333333333,0.509378850460052,-0.206984862685204,0,0,0
"Legislator 264","BDP",27,9,4,20,0.646863996982574,0.783333333333333,-0.0171643737703562,-0.384619772434235,0,0,0
"Legislator 265","glp",31,4,3,22,0.699430108070374,0.883333333333333,-0.0509727336466312,0.705490112304688,0,0,0
"Legislator 266","glp",38,0,3,19,0.84816712141037,0.95,0.107362635433674,0.994219958782196,0,0,0
"Legislator 267","BDP",23,6,7,24,0.628907680511475,0.783333333333333,-0.253728359937668,0.356768786907196,0,0,0
"Legislator 268","Grüne",37,1,2,20,0.878932237625122,0.95,0.634473025798798,-0.48343300819397,0,0,0
"Legislator 269","SVP",18,7,7,28,0.578432381153107,0.766666666666667,-0.354028850793839,-0.578434765338898,0,0,0
"Legislator 270","Grüne",33,2,2,23,0.870628416538239,0.933333333333333,0.45884770154953,-0.442105174064636,0,0,0
"Legislator 271","SVP",22,2,4,32,0.793841123580933,0.9,-0.506682872772217,0.646011531352997,0,0,0
"Legislator 272","FDP",26,8,2,24,0.736607611179352,0.833333333333333,-0.194338157773018,0.98093456029892,0,0,0
"Legislator 273","FDP",19,10,8,23,0.590214967727661,0.7,-0.228482231497765,-0.104893535375595,0,0,0
"Legislator 274","FDP",19,7,6,28,0.679177820682526,0.783333333333333,-0.308134198188782,0.728747844696045,0,0,0
"Legislator 275","FDP",20,5,0,35,0.772345542907715,0.916666666666667,-0.48228919506073,0.876012086868286,0,0,0
"Legislator 276","Grüne",36,1,0,23,0.921277225017548,0.983333333333333,0.797949135303497,-0.442992091178894,0,0,0
"Legislator 277","CVP",33,6,3,18,0.665129780769348,0.85,-0.0228530503809452,-0.0653010308742523,0,0,0
"Legislator 278","CVP",23,8,6,23,0.597342610359192,0.766666666666667,-0.187065839767456,-0.622524857521057,0,0,0
"Legislator 279","CVP",26,5,9,20,0.627195715904236,0.766666666666667,-0.174952000379562,0.142903491854668,0,0,0
"Legislator 280","FDP",23,6,9,22,0.620044887065887,0.75,-0.301410883665085,-0.218604609370232,0,0,0
"Legislator 281","FDP",16,11,9,24,0.606722474098206,0.666666666666667,-0.24958735704422,0.237628653645515,0,0,0
"Legislator 282","SP",37,1,2,20,0.863604366779327,0.95,0.502672970294952,-0.000358013727236539,0,0,0
"Legislator 283","SP",39,1,0,20,0.892614543437958,0.983333333333333,0.526424527168274,0.178045094013214,0,0,0
"Legislator 284","SP",31,3,8,18,0.658908426761627,0.816666666666667,0.17086486518383,-0.458405047655106,0,0,0
"Legislator 285","SVP",17,6,7,30,0.595353424549103,0.783333333333333,-0.407251477241516,-0.22817063331604,0,0,0
"Legislator 286","FDP",23,4,5,28,0.734085619449615,0.85,-0.310670077800751,0.87761390209198,0,0,0
"Legislator 287","SVP",18,7,0,35,0.780889391899109,0.883333333333333,-0.56340503692627,0.476579070091248,0,0,0
"Legislator 288","SVP",21,8,17,14,0.533506274223328,0.583333333333333,-0.227138966321945,-0.387980550527573,0,0,0
"Legislator 289","glp",35,3,1,21,0.817042291164398,0.933333333333333,0.136512383818626,0.990638315677643,0,0,0
"Legislator 290","FDP",24,4,10,22,0.623876392841339,0.766666666666667,-0.24608226120472,0.929676115512848,0,0,0
"Legislator 291","FDP",22,4,8,26,0.674407482147217,0.8,-0.308305650949478,0.621595621109009,0,0,0
"Legislator 292","CVP",30,10,3,17,0.628523051738739,0.783333333333333,-0.0562564358115196,0.0378138013184071,0,0,0
"Legislator 293","BDP",17,20,8,15,0.468432813882828,0.533333333333333,-0.0827336311340332,-0.0667063668370247,0,0,0
"Legislator 294","FDP",32,6,10,12,0.559472262859344,0.733333333333333,-0.0726127624511719,0.199921160936356,0,0,0
"Legislator 295","glp",28,7,5,20,0.666336536407471,0.8,-0.102817796170712,0.664987325668335,0,0,0
"Legislator 296","Grüne",33,2,3,22,0.800381183624268,0.916666666666667,0.350845634937286,-0.0191064979881048,0,0,0
"Legislator 297","SP",34,2,1,23,0.887587785720825,0.95,0.567761361598969,-0.269535452127457,0,0,0
"Legislator 298","glp",37,2,0,21,0.810052216053009,0.966666666666667,-0.0235749073326588,0.999722063541412,0,0,0
"Legislator 299","SP",32,4,11,13,0.586509227752686,0.75,0.0722049325704575,-0.760919630527496,0,0,0
"Legislator 300","CVP",28,9,1,22,0.664251029491425,0.833333333333333,-0.0167164634913206,-0.141886949539185,0,0,0
"Legislator 301","glp",31,3,5,21,0.761848986148834,0.866666666666667,0.0857424214482307,0.996317386627197,0,0,0
"Legislator 302","glp",38,3,1,18,0.808362722396851,0.933333333333333,0.0225842259824276,0.933846890926361,0,0,0
"Legislator 303","glp",39,2,4,15,0.82786637544632,0.9,0.20204858481884,0.649503767490387,0,0,0
"Legislator 304","glp",30,6,3,21,0.714784562587738,0.85,-0.074049673974514,0.997254610061646,0,0,0
"Legislator 305","Grüne",38,3,0,19,0.827529668807983,0.95,0.467048048973083,-0.0796410888433456,0,0,0
"Legislator 306","Grüne",36,1,2,21,0.88181746006012,0.95,0.486225098371506,-0.36686697602272,0,0,0
"Legislator 307","BDP",40,2,4,14,0.74407833814621,0.9,0.0519177913665771,0.179379522800446,0,0,0
"Legislator 308","Grüne",38,5,0,17,0.752511918544769,0.916666666666667,0.177275523543358,0.354241251945496,0,0,0
"Legislator 309","glp",35,6,3,16,0.722381293773651,0.85,0.235049158334732,0.223440244793892,0,0,0
"Legislator 310","Grüne",37,0,1,22,0.923981428146362,0.983333333333333,0.790711879730225,-0.172946557402611,0,0,0
"Legislator 311","BDP",17,12,7,24,0.546447038650513,0.683333333333333,-0.172793075442314,-0.257768601179123,0,0,0
"Legislator 312","CVP",24,13,5,18,0.602215766906738,0.7,-0.0485729798674583,-0.0934676378965378,0,0,0
"Legislator 313","FDP",21,4,4,31,0.742697417736053,0.866666666666667,-0.318509012460709,0.754770517349243,0,0,0
"Legislator 314","CVP",26,11,6,17,0.601636588573456,0.716666666666667,-0.102823011577129,0.139510110020638,0,0,0
"Legislator 315","CVP",27,7,3,23,0.66600489616394,0.833333333333333,-0.13260543346405,-0.0738013982772827,0,0,0
"Legislator 316","CVP",25,9,5,21,0.64734023809433,0.766666666666667,-0.105559915304184,-0.164764821529388,0,0,0
"Legislator 317","CVP",17,12,8,23,0.559272766113281,0.666666666666667,-0.276167929172516,-0.316219478845596,0,0,0
"Legislator 318","SP",37,2,0,21,0.853847801685333,0.966666666666667,0.593241155147552,0.00694565754383802,0,0,0
"Legislator 319","SP",35,1,2,22,0.893435299396515,0.95,0.492759853601456,-0.490265011787415,0,0,0
"Legislator 320","SP",33,7,4,16,0.621073782444,0.816666666666667,0.121961236000061,-0.371971189975739,0,0,0
"Legislator 321","glp",22,13,8,17,0.541779518127441,0.65,-0.0412075035274029,-0.238763883709908,0,0,0
"Legislator 322","glp",33,8,3,16,0.688428163528442,0.816666666666667,-0.0654867440462112,0.826787352561951,0,0,0
"Legislator 323","glp",28,1,6,25,0.762733042240143,0.883333333333333,-0.118409618735313,0.992964804172516,0,0,0
"Legislator 324","CVP",37,5,2,16,0.779913187026978,0.883333333333333,0.262225031852722,0.168038353323936,0,0,0
"Legislator 325","SVP",19,7,8,26,0.574155449867249,0.75,-0.252465456724167,-0.71175891160965,0,0,0
"Legislator 326","SP",41,2,0,17,0.888735294342041,0.966666666666667,0.51162576675415,0.063015453517437,0,0,0
"Legislator 327","SP",29,5,7,19,0.632040917873383,0.8,0.161796987056732,-0.439374297857285,0,0,0
"Legislator 328","SVP",19,6,9,26,0.615263223648071,0.75,-0.352786779403687,-0.257237493991852,0,0,0
"Legislator 329","BDP",32,5,6,17,0.661641240119934,0.816666666666667,0.0922289565205574,-0.766684770584106,0,0,0
"Legislator 330","Grüne",37,2,0,21,0.903632819652557,0.966666666666667,0.62187910079956,-0.590804815292358,0,0,0
"Legislator 331","glp",31,9,5,15,0.603199601173401,0.766666666666667,-0.0729020982980728,0.321462273597717,0,0,0
"Legislator 332","glp",31,14,1,14,0.644841372966766,0.75,0.0665814206004143,0.0635123327374458,0,0,0
"Legislator 333","Grüne",36,1,3,20,0.86530613899231,0.933333333333333,0.378637820482254,0.200731441378593,0,0,0
"Legislator 334","Grüne",37,1,2,20,0.808287084102631,0.95,0.508438169956207,-0.605606138706207,0,0,0
"Legislator 335","Grüne",30,6,5,19,0.655499756336212,0.816666666666667,0.0878487080335617,-0.449713349342346,0,0,0
"Legislator 336","Grüne",32,6,0,22,0.76277369260788,0.9,0.342439442873001,-0.547168672084808,0,0,0
"Legislator 337","Grüne",39,3,0,18,0.88912695646286,0.95,0.534063637256622,-0.0484285466372967,0,0,0
"Legislator 338","BDP",19,7,11,23,0.546085834503174,0.7,-0.169830471277237,-0.506891131401062,0,0,0
"Legislator 339","glp",33,4,0,23,0.803572118282318,0.933333333333333,-0.0501668192446232,0.99874085187912,0,0,0
"Legislator 340","SVP",20,6,4,30,0.687043011188507,0.833333333333333,-0.579126298427582,0.0188919473439455,0,0,0
"Legislator 341","FDP",21,8,3,28,0.664094090461731,0.816666666666667,-0.227338030934334,0.881246387958527,0,0,0
"Legislator 342","CVP",24,9,5,22,0.636917233467102,0.766666666666667,-0.180512696504593,0.359263777732849,0,0,0
"Legislator 343","CVP",23,11,8,18,0.545919358730316,0.683333333333333,-0.142493635416031,0.390334516763687,0,0,0
"Legislator 344","CVP",21,3,11,25,0.614270389080048,0.766666666666667,-0.243374899029732,-0.666614890098572,0,0,0
"Legislator 345","FDP",21,8,3,28,0.701921343803406,0.816666666666667,-0.233718127012253,0.830117702484131,0,0,0
"Legislator 346","BDP",28,11,2,19,0.626235246658325,0.783333333333333,-0.0746629014611244,0.127249896526337,0,0,0
"Legislator 347","BDP",33,10,7,10,0.5864098072052,0.716666666666667,0.042087621986866,0.0643008798360825,0,0,0
"Legislator 348","SP",35,2,5,18,0.79026448726654,0.883333333333333,0.396191716194153,-0.210591360926628,0,0,0
"Legislator 349","SP",40,0,0,20,0.927298784255981,1,0.608967900276184,0.224460870027542,0,0,0
"Legislator 350","SP",36,2,1,21,0.8313889503479,0.95,0.504922091960907,-0.0711115747690201,0,0,0
"Legislator 351","SP",36,1,2,21,0.860032975673676,0.95,0.56610780954361,-0.237823843955994,0,0,0
"Legislator 352","SP",40,2,0,18,0.894501388072968,0.966666666666667,0.679747521877289,0.0968787521123886,0,0,0
"Legislator 353","SP",36,3,0,21,0.857654690742493,0.95,0.465259999036789,0.0914376452565193,0,0,0
"Legislator 354","SP",35,1,1,23,0.896823585033417,0.966666666666667,0.632011294364929,-0.442116945981979,0,0,0
"Legislator 355","SVP",20,4,4,32,0.802890002727509,0.866666666666667,-0.601908802986145,0.0822015553712845,0,0,0
"Legislator 356","SVP",20,4,6,30,0.735191881656647,0.833333333333333,-0.59115332365036,0.0770185142755508,0,0,0
"Legislator 357","SVP",20,5,4,31,0.754013538360596,0.85,-0.596781849861145,0.05216995626688,0,0,0
"Legislator 358","glp",33,7,0,20,0.745258688926697,0.883333333333333,0.0456157363951206,0.998959064483643,0,0,0
"Legislator 359","SVP",18,8,8,26,0.587364852428436,0.733333333333333,-0.317903161048889,-0.397069275379181,0,0,0
"Legislator 360","SP",38,0,1,21,0.874000430107117,0.983333333333333,0.485438287258148,0.26470947265625,0,0,0
"Legislator 361","FDP",17,14,6,23,0.585235118865967,0.666666666666667,-0.316648304462433,0.00489401584491134,0,0,0
"Legislator 362","SVP",20,5,6,29,0.635669350624084,0.816666666666667,-0.366623520851135,-0.307090103626251,0,0,0
"Legislator 363","CVP",31,6,2,21,0.725017666816711,0.866666666666667,-0.0641755238175392,0.201010182499886,0,0,0
"Legislator 364","glp",33,5,4,18,0.661302804946899,0.85,-0.0301561802625656,0.307228446006775,0,0,0
"Legislator 365","glp",40,1,3,16,0.82436066865921,0.933333333333333,0.0788375958800316,0.738478899002075,0,0,0
"Legislator 366","glp",32,4,4,20,0.728026032447815,0.866666666666667,-0.0052871722728014,0.760303616523743,0,0,0
"Legislator 367","SVP",20,7,8,25,0.62433648109436,0.75,-0.36493393778801,-0.139950081706047,0,0,0
"Legislator 368","FDP",38,2,6,14,0.696037411689758,0.866666666666667,-0.0431349501013756,0.813311755657196,0,0,0
"Legislator 369","glp",36,1,4,19,0.750602960586548,0.916666666666667,0.0752570778131485,0.527423143386841,0,0,0
"Legislator 370","glp",31,8,1,20,0.72363930940628,0.85,-0.0264180209487677,0.999651074409485,0,0,0
"Legislator 371","glp",30,8,1,21,0.692496657371521,0.85,-0.00818459130823612,0.999966502189636,0,0,0
"Legislator 372","SVP",22,1,5,32,0.728837966918945,0.9,-0.52932870388031,-0.848416805267334,0,0,0
"Legislator 373","BDP",35,4,6,15,0.667582213878632,0.833333333333333,0.00647180993109941,0.068820483982563,0,0,0
"Legislator 374","glp",36,2,5,17,0.781851351261139,0.883333333333333,0.134167820215225,0.627443253993988,0,0,0
"Legislator 375","Grüne",34,2,1,23,0.888308763504028,0.95,0.570618331432343,-0.234017565846443,0,0,0
"Legislator 376","BDP",30,2,13,15,0.560891032218933,0.75,-0.118418052792549,-0.875512063503265,0,0,0
"Legislator 377","BDP",29,10,4,17,0.583801627159119,0.766666666666667,-0.0712621584534645,0.111169524490833,0,0,0
"Legislator 378","Grüne",33,2,1,24,0.879733383655548,0.95,0.59820830821991,-0.165383115410805,0,0,0
"Legislator 379","FDP",23,11,8,18,0.543680191040039,0.683333333333333,-0.147483572363853,0.0844443514943123,0,0,0
"Legislator 380","FDP",25,3,3,29,0.729369342327118,0.9,-0.396938115358353,0.600323677062988,0,0,0
"Legislator 381","FDP",17,9,9,25,0.607725560665131,0.7,-0.272823601961136,0.396223813295364,0,0,0
"Legislator 382","CVP",23,9,3,25,0.63886022567749,0.8,-0.152935430407524,-0.0729767754673958,0,0,0
"Legislator 383","CVP",32,8,5,15,0.666640520095825,0.783333333333333,-0.0231719519942999,-0.319001406431198,0,0,0
"Legislator 384","CVP",21,10,5,24,0.619848072528839,0.75,-0.258419901132584,0.231775030493736,0,0,0
"Legislator 385","BDP",33,6,2,19,0.69829660654068,0.866666666666667,0.0455610789358616,0.448086857795715,0,0,0
"Legislator 386","SP",31,4,4,21,0.738143980503082,0.866666666666667,0.413572788238525,-0.443093866109848,0,0,0
"Legislator 387","SP",37,2,2,19,0.842734813690186,0.933333333333333,0.454869270324707,0.136980161070824,0,0,0
"Legislator 388","SP",39,1,0,20,0.906989693641663,0.983333333333333,0.582576930522919,0.206503018736839,0,0,0
"Legislator 389","SP",32,3,0,25,0.881404280662537,0.95,0.870413959026337,-0.492320686578751,0,0,0
"Legislator 390","SP",34,3,1,22,0.857197761535645,0.933333333333333,0.372202903032303,-0.61681479215622,0,0,0
"Legislator 391","SP",39,1,2,18,0.83716481924057,0.95,0.398386567831039,0.228045329451561,0,0,0
"Legislator 392","FDP",19,5,7,29,0.683135271072388,0.8,-0.316406548023224,0.948623716831207,0,0,0
"Legislator 393","SVP",22,5,6,27,0.637327075004578,0.816666666666667,-0.452765643596649,-0.0638320371508598,0,0,0
"Legislator 394","SVP",20,0,1,39,0.910920202732086,0.983333333333333,-0.863232970237732,0.395709216594696,0,0,0
"Legislator 395","CVP",26,9,9,16,0.542438805103302,0.7,-0.149477630853653,-0.0622633509337902,0,0,0
"Legislator 396","CVP",31,7,4,18,0.654333531856537,0.816666666666667,-0.0670834332704544,0.394975483417511,0,0,0
"Legislator 397","SP",39,2,1,18,0.867049396038055,0.95,0.683843612670898,0.049204770475626,0,0,0
"Legislator 398","FDP",24,3,6,27,0.702865302562714,0.85,-0.265760272741318,0.964039087295532,0,0,0
"Legislator 399","CVP",25,5,10,20,0.609304964542389,0.75,-0.0680986195802689,-0.765328347682953,0,0,0
"Legislator 400","SVP",20,10,4,26,0.617047667503357,0.766666666666667,-0.419583648443222,-0.521940529346466,0,0,0
"Legislator 401","SP",39,2,2,17,0.85275536775589,0.933333333333333,0.410524159669876,-0.238285690546036,0,0,0
"Legislator 402","Grüne",36,1,1,22,0.901738107204437,0.966666666666667,0.977367162704468,0.080926313996315,0,0,0
"Legislator 403","FDP",21,3,10,26,0.652773439884186,0.783333333333333,-0.344569712877274,0.938760757446289,0,0,0
"Legislator 404","glp",34,7,2,17,0.681738018989563,0.85,0.0916038155555725,0.42531618475914,0,0,0
"Legislator 405","FDP",23,9,9,19,0.578825891017914,0.7,-0.227312490344048,0.162099182605743,0,0,0
"Legislator 406","BDP",19,11,14,16,0.560552775859833,0.583333333333333,-0.110644392669201,-0.661535382270813,0,0,0
"Legislator 407","SVP",21,3,8,28,0.66427606344223,0.816666666666667,-0.359849721193314,-0.635504186153412,0,0,0
"Legislator 408","SP",36,2,6,16,0.786809861660004,0.866666666666667,0.261224865913391,-0.283434569835663,0,0,0
"Legislator 409","SP",41,1,0,18,0.895262777805328,0.983333333333333,0.405631721019745,0.177299007773399,0,0,0
"Legislator 410","Grüne",38,1,1,20,0.928354978561401,0.966666666666667,0.727629125118256,-0.274801701307297,0,0,0
"Legislator 411","Grüne",33,3,1,23,0.840383112430573,0.933333333333333,0.462219536304474,-0.613732397556305,0,0,0
"Legislator 412","Grüne",39,0,1,20,0.913364470005035,0.983333333333333,0.807232141494751,-0.253981590270996,0,0,0
"Legislator 413","SVP",24,2,7,27,0.709686577320099,0.85,-0.537187576293945,-0.204330697655678,0,0,0
"Legislator 414","SVP",21,3,6,30,0.728385925292969,0.85,-0.471080780029297,-0.39319059252739,0,0,0
"Legislator 415","SVP",21,4,13,22,0.627362251281738,0.716666666666667,-0.304099768400192,-0.527384757995605,0,0,0
"Legislator 416","glp",38,6,3,13,0.652401983737946,0.85,0.112037099897861,0.0428119674324989,0,0,0
"Legislator 417","BDP",19,9,11,21,0.593390345573425,0.666666666666667,-0.287652522325516,-0.675800919532776,0,0,0
"Legislator 418","CVP",23,9,5,23,0.619183123111725,0.766666666666667,-0.166334360837936,-0.266414076089859,0,0,0
"Legislator 419","SVP",20,2,1,37,0.86982011795044,0.95,-0.98750913143158,-0.130615442991257,0,0,0
"Legislator 420","Grüne",29,5,2,24,0.84775960445404,0.883333333333333,0.770843923091888,-0.637024164199829,0,0,0
"Legislator 421","FDP",21,5,2,32,0.742051720619202,0.883333333333333,-0.263079136610031,0.820520520210266,0,0,0
"Legislator 422","CVP",23,6,7,24,0.631744921207428,0.783333333333333,-0.142034441232681,-0.568630993366241,0,0,0
"Legislator 423","CVP",33,7,2,18,0.686551511287689,0.85,-0.0299034304916859,-0.0153379607945681,0,0,0
"Legislator 424","CVP",23,12,1,24,0.615872323513031,0.783333333333333,-0.128368720412254,-0.126878306269646,0,0,0
"Legislator 425","CVP",29,6,1,24,0.673815786838531,0.883333333333333,-0.137118697166443,-0.147726446390152,0,0,0
"Legislator 426","BDP",28,10,7,15,0.585200786590576,0.716666666666667,-0.0310483537614346,-0.091219887137413,0,0,0
"Legislator 427","BDP",28,7,6,19,0.610325932502747,0.783333333333333,-0.105862513184547,-0.194179460406303,0,0,0
"Legislator 428","SP",38,0,4,18,0.806331813335419,0.933333333333333,0.249321788549423,-0.113781496882439,0,0,0
"Legislator 429","SP",37,1,1,21,0.875288128852844,0.966666666666667,0.553662955760956,-0.206320881843567,0,0,0
"Legislator 430","SP",34,2,4,20,0.83810305595398,0.9,0.575786888599396,-0.383211642503738,0,0,0
"Legislator 431","SP",39,1,1,19,0.852961599826813,0.966666666666667,0.442304342985153,0.260997354984283,0,0,0
"Legislator 432","SVP",21,2,3,34,0.772005259990692,0.916666666666667,-0.668876945972443,-0.0933651328086853,0,0,0
"Legislator 433","FDP",28,4,8,20,0.636282503604889,0.8,-0.193443864583969,0.277085274457932,0,0,0
"Legislator 434","SVP",23,7,10,20,0.564554154872894,0.716666666666667,-0.132387444376945,-0.991198003292084,0,0,0
"Legislator 435","SVP",20,6,2,32,0.7326340675354,0.866666666666667,-0.574464917182922,-0.308338791131973,0,0,0
"Legislator 436","SP",35,2,1,22,0.885841608047485,0.95,0.88368433713913,-0.468083262443542,0,0,0
"Legislator 437","FDP",25,5,5,25,0.710243403911591,0.833333333333333,-0.239692598581314,0.970848798751831,0,0,0
"Legislator 438","CVP",31,8,2,19,0.689916849136353,0.833333333333333,-0.0101990606635809,-0.0100095188245177,0,0,0
"Legislator 439","SVP",19,1,11,29,0.644911170005798,0.8,-0.370985627174377,-0.916312277317047,0,0,0
"Legislator 440","SP",34,2,4,20,0.823700547218323,0.9,0.476750105619431,-0.296979546546936,0,0,0
"Legislator 441","SP",35,3,1,21,0.852999091148376,0.933333333333333,0.935297966003418,-0.353860974311829,0,0,0
"Legislator 442","FDP",22,7,7,24,0.578079640865326,0.766666666666667,-0.320745021104813,-0.0497529581189156,0,0,0
"Legislator 443","glp",36,3,1,20,0.756803929805756,0.933333333333333,-0.0193576738238335,0.981376349925995,0,0,0
"Legislator 444","glp",30,5,4,21,0.722065389156342,0.85,-0.10984094440937,0.993949174880981,0,0,0
"Legislator 445","glp",27,14,0,19,0.617357552051544,0.766666666666667,-0.034933440387249,0.191319420933723,0,0,0
"Legislator 446","glp",32,7,3,18,0.66314285993576,0.833333333333333,-0.0388294383883476,0.694540321826935,0,0,0
"Legislator 447","glp",27,8,4,21,0.613530457019806,0.8,-0.0963644683361053,0.130093574523926,0,0,0
"Legislator 448","glp",30,4,5,21,0.725268363952637,0.85,-0.143083646893501,0.989710569381714,0,0,0
"Legislator 449","Grüne",24,9,6,21,0.534606456756592,0.75,0.0431854985654354,-0.806265413761139,0,0,0
"Legislator 450","glp",27,11,3,19,0.590295135974884,0.766666666666667,-0.07986119389534,0.108846493065357,0,0,0
"Legislator 451","CVP",35,4,6,15,0.67933601140976,0.833333333333333,0.0925457701086998,-0.155854567885399,0,0,0
"Legislator 452","glp",35,3,1,21,0.823206543922424,0.933333333333333,0.150946334004402,0.988541960716248,0,0,0
"Legislator 453","glp",37,1,5,17,0.774749219417572,0.9,0.0539310313761234,0.735307574272156,0,0,0
"Legislator 454","glp",32,5,1,22,0.784361243247986,0.9,-0.0562506429851055,0.884105086326599,0,0,0
"Legislator 455","SVP",20,8,7,25,0.627529859542847,0.75,-0.388032466173172,-0.247045964002609,0,0,0
"Legislator 456","CVP",25,7,3,25,0.657884240150452,0.833333333333333,-0.116313770413399,-0.294325798749924,0,0,0
"Legislator 457","FDP",26,7,2,25,0.720975577831268,0.85,-0.152395769953728,0.716987013816833,0,0,0
"Legislator 458","CVP",24,9,4,23,0.637738943099976,0.783333333333333,-0.157804504036903,-0.0889827609062195,0,0,0
"Legislator 459","CVP",29,8,8,15,0.626598656177521,0.733333333333333,-0.0426459982991219,-0.391750007867813,0,0,0
"Legislator 460","CVP",21,13,8,18,0.542115569114685,0.65,-0.0715219303965569,-0.561666667461395,0,0,0
"Legislator 461","SP",35,1,1,23,0.885255336761475,0.966666666666667,0.462694615125656,0.0434547886252403,0,0,0
"Legislator 462","BDP",25,11,3,21,0.647395551204681,0.766666666666667,-0.127407342195511,0.0467775836586952,0,0,0
"Legislator 463","SP",35,2,1,22,0.865375995635986,0.95,0.648346424102783,0.0366714000701904,0,0,0
"Legislator 464","SP",38,3,1,18,0.797820866107941,0.933333333333333,0.301876425743103,-0.0983221903443336,0,0,0
"Legislator 465","SVP",21,6,2,31,0.753216087818146,0.866666666666667,-0.55314838886261,0.223418816924095,0,0,0
"Legislator 466","FDP",21,8,3,28,0.644048452377319,0.816666666666667,-0.227770119905472,0.433568447828293,0,0,0
"Legislator 467","FDP",23,6,8,23,0.602043211460114,0.766666666666667,-0.186595320701599,0.226389840245247,0,0,0
"Legislator 468","glp",35,2,3,20,0.806833863258362,0.916666666666667,0.0981864109635353,0.995168089866638,0,0,0
"Legislator 469","SVP",18,7,7,28,0.624662101268768,0.766666666666667,-0.362809300422668,0.0779713615775108,0,0,0
"Legislator 470","SVP",22,4,3,31,0.74215030670166,0.883333333333333,-0.461166203022003,-0.127350240945816,0,0,0
"Legislator 471","SVP",20,7,0,33,0.791648983955383,0.883333333333333,-0.795812785625458,-0.605542600154877,0,0,0
"Legislator 472","FDP",19,6,2,33,0.71444696187973,0.866666666666667,-0.44740429520607,0.894331812858582,0,0,0
"Legislator 473","FDP",25,5,6,24,0.649730205535889,0.816666666666667,-0.24542224407196,0.94040322303772,0,0,0
"Legislator 474","SVP",26,3,4,27,0.714030504226685,0.883333333333333,-0.526399672031403,-0.515257000923157,0,0,0
"Legislator 475","FDP",23,7,5,25,0.657331705093384,0.8,-0.131080254912376,0.458439588546753,0,0,0
"Legislator 476","glp",35,4,4,17,0.768876791000366,0.866666666666667,0.138367980718613,0.524830520153046,0,0,0
"Legislator 477","SVP",23,6,11,20,0.63672947883606,0.716666666666667,-0.3983274102211,-0.219702854752541,0,0,0
"Legislator 478","SP",27,9,5,19,0.626857697963715,0.766666666666667,0.106358103454113,-0.591131567955017,0,0,0
"Legislator 479","glp",33,3,4,20,0.715328276157379,0.883333333333333,0.0118781169876456,0.699576735496521,0,0,0
"Legislator 480","glp",33,5,2,20,0.730262279510498,0.883333333333333,-0.013851435855031,0.999904155731201,0,0,0
"Legislator 481","Grüne",35,3,2,20,0.852638363838196,0.916666666666667,0.981874227523804,-0.189533978700638,0,0,0
